Name,Example,Similar,Explaination_vi,Example_vi,Explaination_en,Example_en
[동사] + 던,"가: 가방이 멋있네요. 새로 가방이에요?
나: 아니요, 작년부터 들고 다니던 거예요.",,"1. Hồi tưởng lại hành động đã từng xảy ra theo thói quen, nhưng đã không còn tiếp tục 'đã từng'. 
2. Thể hiện việc đã bắt đầu ở quá khứ nhưng vẫn chưa kết thúc, vẫn còn dang dở.","가: Cái túi đẹp quá. Mới mua à?
나: Không, túi mình vẫn dùng từ năm ngoái mà.","1. To recall a past experience.
2. To recall something that recurred repeatedly and will continue (or will stop now).","가: That's a cool bag. Is it a new bag?
나: No, I got it last year and I've been using it since then."
[동사/황용사] +기 위해서,오늘 회식은 신입 사원의 입사를 축하하기 위해서 하는 겁니다.,,"làm gì đó...để'
Người nói sẽ làm những gì được nêu trong mệnh đề thứ hai để đạt được những lợi ích được nêu trong mệnh đề thứ nhất.",Bữa tiệc công ty tối nay là để chào mừng những nhân viên mới,Means 'In order to do...' or 'for...'.,Today's work dinner is in order to celebrate the new employees.
