Name,Example,Similar,Explaination_vi,Example_vi,Explaination_en,Example_en
[동사·형용사] (으)ㄹ 줄 몰랐다/알았다,인터넷 뱅킹이 이렇게 편리할 줄 몰랐다.,,"""nghĩ là, không nghĩ là""
Người nói thể hiện sự khác nhau giữa kết quả và thứ mà mình đã mong đợi, suy nghĩ hay phỏng đoán.",Tôi đã không nghĩ là internet banking tiện lợi như thế này,This is used for the realization of something incorrect. Like 'I hadn't realized...' or 'I thought...'.,I hadn't realized that internet banking was convenient.
[동사] 게 하다,선생님이 학생에게 폭력적인 게임을 못 하게 했어요.,,"1. ""bắt/ khiến cho ai đó làm việc gì đó""
2. ""để cho/ cho phép ai làm gì đó""",Cô giáo không để cho bọn trẻ chơi những trò chơi bạo lực,This means 'To let/to make someone do something'.,The teacher doesn't let the children play violent games.
