Name,Example,Similar,Explaination_vi,Example_vi,Explaination_en,Example_en
[동사] 는 바람에,메이 씨는 교통사고가 나는 바람에 많이 다쳐서 병원에 입원했대요.,,"“bởi, do, vì...nên...”
[A 는 바람에 B] Biểu hiện rằng 'Do việc A không thể lường trước, dự tính trước được nên đã dẫn đến kết quả B",Bởi vì gặp tai nạn giao thông nên Mai đã bị thương nặng và đã đến bệnh viện,"Used for negative things.
The first clause has a negative reason, and the second clause is the result of the first.
Similar to 'Unfortunately,... so' 'As a result of...'.","Unfortunately, May said she was in a traffic accident and badly injured so went to the hospital."
[동사] 는 김에,제주도에 출장을 가는 김에 바다를 구경하려고 해요.,,"""nhân tiện, nhân thể, tiện thể, sẵn tiện...""
[A 는 김에 B] Thể hiện việc 'nhân cơ hội/dịp làm việc A thì cùng làm việc B (xuất hiện, nảy sinh mà đã không được dự tính trước).","Nhân cơ hội đi công tác ở Jeju, tôi sẽ đi ra bờ biển","While doing something, one takes the opportunity to do another thing.","While I'm on a business trip to Jeju, I will take the opportunity to go to the beach."
